LineItem,GrandParent,Parent
Receiving Clerk,STAFF COST,TOTAL STAFF COST
Fresh Direct Payroll,STAFF COST,TOTAL STAFF COST
Employer Taxes - Other,EMPLOYER TAXES,TOTAL EMPLOYER TAXES
Social Security,EMPLOYER TAXES,TOTAL EMPLOYER TAXES
Medicare,EMPLOYER TAXES,TOTAL EMPLOYER TAXES
Federal FUTA,EMPLOYER TAXES,TOTAL EMPLOYER TAXES
NY MTA,EMPLOYER TAXES,TOTAL EMPLOYER TAXES
OASDI,EMPLOYER TAXES,TOTAL EMPLOYER TAXES
Ny Re-employment,EMPLOYER TAXES,TOTAL EMPLOYER TAXES
State SUI,EMPLOYER TAXES,TOTAL EMPLOYER TAXES
Other Staff Costs,OTHER STAFF COST,TOTAL OTHER STAFF COST
Contract Labor,OTHER STAFF COST,TOTAL OTHER STAFF COST
Wages - Agency,OTHER STAFF COST,TOTAL OTHER STAFF COST
Wages - 1099,OTHER STAFF COST,TOTAL OTHER STAFF COST
Wages - Security - 1099,OTHER STAFF COST,TOTAL OTHER STAFF COST
Employee Benefits,OTHER STAFF COST,TOTAL OTHER STAFF COST
Workers' Compensation Insurance,OTHER STAFF COST,TOTAL OTHER STAFF COST
Staff Recruitment,OTHER STAFF COST,TOTAL OTHER STAFF COST
Staff Training,OTHER STAFF COST,TOTAL OTHER STAFF COST
Staff Uniforms,OTHER STAFF COST,TOTAL OTHER STAFF COST
Staff Meals,OTHER STAFF COST,TOTAL OTHER STAFF COST
Staff Welfare,OTHER STAFF COST,TOTAL OTHER STAFF COST
Staff Accommodation/Relocation,OTHER STAFF COST,TOTAL OTHER STAFF COST
Staff First Aid,OTHER STAFF COST,TOTAL OTHER STAFF COST
Staff Insurance - Other,STAFF INSURANCE,TOTAL STAFF INSURANCE
Medical,STAFF INSURANCE,TOTAL STAFF INSURANCE
Dental,STAFF INSURANCE,TOTAL STAFF INSURANCE
Vision,STAFF INSURANCE,TOTAL STAFF INSURANCE
PFL,STAFF INSURANCE,TOTAL STAFF INSURANCE
Disability,STAFF INSURANCE,TOTAL STAFF INSURANCE
Workers' Compensation Insurance,STAFF INSURANCE,TOTAL STAFF INSURANCE
Advertising and Promotion - Other,ADVERTISING AND PROMOTION,TOTAL ADVERTISING AND PROMOTION
Advertising,ADVERTISING AND PROMOTION,TOTAL ADVERTISING AND PROMOTION
Public Relations,ADVERTISING AND PROMOTION,TOTAL ADVERTISING AND PROMOTION
Branding & Design,ADVERTISING AND PROMOTION,TOTAL ADVERTISING AND PROMOTION
R & D,ADVERTISING AND PROMOTION,TOTAL ADVERTISING AND PROMOTION
Event Expenses,ADVERTISING AND PROMOTION,TOTAL ADVERTISING AND PROMOTION
Commission Expense,ADVERTISING AND PROMOTION,TOTAL ADVERTISING AND PROMOTION
Subscriptions,ADVERTISING AND PROMOTION,TOTAL ADVERTISING AND PROMOTION
Photography expense,ADVERTISING AND PROMOTION,TOTAL ADVERTISING AND PROMOTION
Complimentary Cost,ADVERTISING AND PROMOTION,TOTAL ADVERTISING AND PROMOTION
Travel and Entertainment - Other,TRAVEL AND ENTERTAINMENT,TOTAL TRAVEL AND ENTERTAINMENT
Airfare,TRAVEL AND ENTERTAINMENT,TOTAL TRAVEL AND ENTERTAINMENT
Meals & Entertainment,TRAVEL AND ENTERTAINMENT,TOTAL TRAVEL AND ENTERTAINMENT
Lodging,TRAVEL AND ENTERTAINMENT,TOTAL TRAVEL AND ENTERTAINMENT
Taxi Charges & Local Travel,TRAVEL AND ENTERTAINMENT,TOTAL TRAVEL AND ENTERTAINMENT
Auto Expense,TRAVEL AND ENTERTAINMENT,TOTAL TRAVEL AND ENTERTAINMENT
Web Design & Maintenance,TRAVEL AND ENTERTAINMENT,TOTAL TRAVEL AND ENTERTAINMENT
Valet Parking - Guest,TRAVEL AND ENTERTAINMENT,TOTAL TRAVEL AND ENTERTAINMENT
Clearing and Freight charges,TRAVEL AND ENTERTAINMENT,TOTAL TRAVEL AND ENTERTAINMENT
Telephone,TRAVEL AND ENTERTAINMENT,TOTAL TRAVEL AND ENTERTAINMENT
Internet/Email,TRAVEL AND ENTERTAINMENT,TOTAL TRAVEL AND ENTERTAINMENT
Supplies and Maintenance - Other,SUPPLIES AND MAINTENANCE,TOTAL SUPPLIES AND MAINTENANCE
Linen & Laundry,SUPPLIES AND MAINTENANCE,TOTAL SUPPLIES AND MAINTENANCE
Cleaning Supplies,SUPPLIES AND MAINTENANCE,TOTAL SUPPLIES AND MAINTENANCE
Cleaning Contract Services,SUPPLIES AND MAINTENANCE,TOTAL SUPPLIES AND MAINTENANCE
Pest Control,SUPPLIES AND MAINTENANCE,TOTAL SUPPLIES AND MAINTENANCE
Trash/Waste Removal Service,SUPPLIES AND MAINTENANCE,TOTAL SUPPLIES AND MAINTENANCE
BOH Supplies & Accessories,SUPPLIES AND MAINTENANCE,TOTAL SUPPLIES AND MAINTENANCE
FOH Supplies & Accessories,SUPPLIES AND MAINTENANCE,TOTAL SUPPLIES AND MAINTENANCE
Paper Supplies,SUPPLIES AND MAINTENANCE,TOTAL SUPPLIES AND MAINTENANCE
Packaging Supplies,SUPPLIES AND MAINTENANCE,TOTAL SUPPLIES AND MAINTENANCE
Chinaware,SUPPLIES AND MAINTENANCE,TOTAL SUPPLIES AND MAINTENANCE
Flatware,SUPPLIES AND MAINTENANCE,TOTAL SUPPLIES AND MAINTENANCE
Glassware,SUPPLIES AND MAINTENANCE,TOTAL SUPPLIES AND MAINTENANCE
Barware,SUPPLIES AND MAINTENANCE,TOTAL SUPPLIES AND MAINTENANCE
Music,SUPPLIES AND MAINTENANCE,TOTAL SUPPLIES AND MAINTENANCE
"Landscape, Flowers & Candles",SUPPLIES AND MAINTENANCE,TOTAL SUPPLIES AND MAINTENANCE
Office Supplies/Stationery,SUPPLIES AND MAINTENANCE,TOTAL SUPPLIES AND MAINTENANCE
Menus,SUPPLIES AND MAINTENANCE,TOTAL SUPPLIES AND MAINTENANCE
IT Cost,SUPPLIES AND MAINTENANCE,TOTAL SUPPLIES AND MAINTENANCE
Equipment Rental,SUPPLIES AND MAINTENANCE,TOTAL SUPPLIES AND MAINTENANCE
Repairs - Building,SUPPLIES AND MAINTENANCE,TOTAL SUPPLIES AND MAINTENANCE
Repairs - Equipment,SUPPLIES AND MAINTENANCE,TOTAL SUPPLIES AND MAINTENANCE
Repairs - General,SUPPLIES AND MAINTENANCE,TOTAL SUPPLIES AND MAINTENANCE
Postage & Courier,SUPPLIES AND MAINTENANCE,TOTAL SUPPLIES AND MAINTENANCE
POS Charges,SUPPLIES AND MAINTENANCE,TOTAL SUPPLIES AND MAINTENANCE
Professional Fees - Other,PROFESSIONAL CHARGES,TOTAL PROFESSIONAL CHARGES
Legal Fees,PROFESSIONAL CHARGES,TOTAL PROFESSIONAL CHARGES
Audit Fees,PROFESSIONAL CHARGES,TOTAL PROFESSIONAL CHARGES
Tax Fees,PROFESSIONAL CHARGES,TOTAL PROFESSIONAL CHARGES
Professional Fees,PROFESSIONAL CHARGES,TOTAL PROFESSIONAL CHARGES
Accounting Fees,PROFESSIONAL CHARGES,TOTAL PROFESSIONAL CHARGES
Consulting Fees,PROFESSIONAL CHARGES,TOTAL PROFESSIONAL CHARGES
Other Financial Costs - Other,OTHER FINANCIAL COSTS,TOTAL OTHER FINANCIAL COSTS
Payroll Processing Charges,OTHER FINANCIAL COSTS,TOTAL OTHER FINANCIAL COSTS
Credit Card Charges,OTHER FINANCIAL COSTS,TOTAL OTHER FINANCIAL COSTS
Bank Charges,OTHER FINANCIAL COSTS,TOTAL OTHER FINANCIAL COSTS
Donations,OTHER FINANCIAL COSTS,TOTAL OTHER FINANCIAL COSTS
Royalties,OTHER FINANCIAL COSTS,TOTAL OTHER FINANCIAL COSTS
Tangible Property Taxes,OTHER FINANCIAL COSTS,TOTAL OTHER FINANCIAL COSTS
Penalties,OTHER FINANCIAL COSTS,TOTAL OTHER FINANCIAL COSTS
Licenses & Permits,OTHER FINANCIAL COSTS,TOTAL OTHER FINANCIAL COSTS
Sales and Use Tax,OTHER FINANCIAL COSTS,TOTAL OTHER FINANCIAL COSTS
Insurance Expense - Other,INSURANCE EXPENSES,TOTAL INSURANCE EXPENSES
Liability Insurance,INSURANCE EXPENSES,TOTAL INSURANCE EXPENSES
Property Insurance,INSURANCE EXPENSES,TOTAL INSURANCE EXPENSES
Umbrella Insurance,INSURANCE EXPENSES,TOTAL INSURANCE EXPENSES
EPLI Insurance,INSURANCE EXPENSES,TOTAL INSURANCE EXPENSES
Occupancy Costs - Other,OCCUPANCY COST,TOTAL OCCUPANCY COST
Rent,OCCUPANCY COST,TOTAL OCCUPANCY COST
Percentage Rent,OCCUPANCY COST,TOTAL OCCUPANCY COST
Real Estate Escalation Tax,OCCUPANCY COST,TOTAL OCCUPANCY COST
Commercial Rent Tax,OCCUPANCY COST,TOTAL OCCUPANCY COST
Electricity,OCCUPANCY COST,TOTAL OCCUPANCY COST
Gas,OCCUPANCY COST,TOTAL OCCUPANCY COST
Water,OCCUPANCY COST,TOTAL OCCUPANCY COST
Storage Rent,OCCUPANCY COST,TOTAL OCCUPANCY COST
Security and Alarm,OCCUPANCY COST,TOTAL OCCUPANCY COST
CAM Charges,OCCUPANCY COST,TOTAL OCCUPANCY COST
Uncategorized Expenses,OCCUPANCY COST,TOTAL OCCUPANCY COST
Sales Adjustments - Other,Other Income,Sales Adjustments - Other
Chargebacks,Other Income,Chargebacks
Extra/Short Receipts,Other Income,Extra/Short Receipts
Under/Over,Other Income,Under/Over
Digital Sales - Adjustments,Other Income,Digital Sales - Adjustments
Total Cost of Sales - Beer,COST OF GOODS SOLD,Total Cost of Sales - Beer
Total Cost of Sales - Other Beverages,COST OF GOODS SOLD,Total Cost of Sales - Other Beverages
Other Income - Other,Other Income,Other Income - Other
Interest Income,Other Income,Interest Income
Other Income,Other Income,Other Income
Fresh Direct Admin Fee,Other Expenses,Fresh Direct Admin Fee
Fresh Direct Operational fees,Other Expenses,Fresh Direct Operational fees
Total Beverages,COST OF GOODS SOLD,Total Beverages
Interest Expense - Other,Other Expenses,Interest Expense - Other
Interest - Credit line Loan,Other Expenses,Interest - Credit line Loan
Interest on Tax/Penalties,Other Expenses,Interest on Tax/Penalties
Corporate Tax Expense,Other Expenses,Corporate Tax Expense
Depreciation Expense - Other,Other Expenses,Depreciation Expense - Other
Leasehold,Other Expenses,Leasehold
Kitchen/Hood,Other Expenses,Kitchen/Hood
Machinery and Equipment,Other Expenses,Machinery and Equipment
Furniture and Fixtures,Other Expenses,Furniture and Fixtures
Amortization Expense - Other,Other Expenses,Amortization Expense - Other
Fees,Other Expenses,Fees
Intangible Assets,Other Expenses,Intangible Assets
Start-Up Costs,Other Expenses,Start-Up Costs
Other Expenses - Other,Other Expenses,Other Expenses - Other
Embezzlement,Other Expenses,Embezzlement
Exchange Differences,Other Expenses,Exchange Differences
Rounding Differences,Other Expenses,Rounding Differences
TOTAL OPERATING EXPENSES,TOTAL OPERATING EXPENSES,TOTAL OPERATING EXPENSES
EBITDA,EBITDA,EBITDA
PROFIT BEFORE TAX & DEPRECIATION,PROFIT BEFORE TAX & DEPRECIATION,PROFIT BEFORE TAX & DEPRECIATION
P & L Depreciation,P & L Depreciation,P & L Depreciation
P & L Amortization,P & L Amortization,P & L Amortization
NET PROFIT/(LOSS),NET PROFIT/(LOSS),NET PROFIT/(LOSS)
Sales Revenue - Other,REVENUE,Total Sales Revenue
Food,REVENUE,Total Sales Revenue
Beverage,REVENUE,Total Sales Revenue
Wine,REVENUE,Total Sales Revenue
Others,REVENUE,Total Sales Revenue
Merchandise/Retail Income,REVENUE,Total Sales Revenue
Food - Other,COST OF GOODS SOLD,Total Food Cost
Stock Adjustment - Food,COST OF GOODS SOLD,Total Food Cost
Beverage - Other,COST OF GOODS SOLD,Total Beverage Cost
Beverage Purchases,COST OF GOODS SOLD,Total Beverage Cost
Stock Adjustment - Beverage,COST OF GOODS SOLD,Total Beverage Cost
Wine - Other,COST OF GOODS SOLD,Total Wine Cost
Wine Purchases,COST OF GOODS SOLD,Total Wine Cost
Stock Adjustment - Wine,COST OF GOODS SOLD,Total Wine Cost
Others - Other,COST OF GOODS SOLD,Total Other Cost
Other Purchases,COST OF GOODS SOLD,Total Other Cost
Stock Adjustment -Other,COST OF GOODS SOLD,Total Other Cost
Salaries & Wages - Other,STAFF COST,Total Salaries & Wages
Salary - Management,STAFF COST,Total Salaries & Wages
Salary - FOH Hourly,STAFF COST,Total Salaries & Wages
Salary - BOH Hourly,STAFF COST,Total Salaries & Wages
Salary - FOH Overtime,STAFF COST,Total Salaries & Wages
Salary - BOH Overtime,STAFF COST,Total Salaries & Wages
Salary - Paid Time Off,STAFF COST,Total Salaries & Wages
Salary - Paid Sick Days,STAFF COST,Total Salaries & Wages
Spread of Hours,STAFF COST,Total Salaries & Wages
Payroll Taxes - Other,STAFF COST,Total Payroll Taxes
Employer Taxes - Medicare,STAFF COST,Total Payroll Taxes
Employer Taxes-Social Security,STAFF COST,Total Payroll Taxes
NY Re-Employement Service Fund,STAFF COST,Total Payroll Taxes
Federal Unemployment Tax,STAFF COST,Total Payroll Taxes
State Unemployment Tax,STAFF COST,Total Payroll Taxes
Payroll Processing Fees,STAFF COST,STAFF COST
Workers Compansation,STAFF COST,STAFF COST
Other Employee Benefits,STAFF COST,STAFF COST
Staff Bonus,STAFF COST,STAFF COST
Management Bonus,STAFF COST,STAFF COST
Staff Medical Insurance,STAFF COST,STAFF COST
Transit Chek,ADMINISTRATION,ADMINISTRATION
Transit Chek Deduction,ADMINISTRATION,ADMINISTRATION
Federal Paid Medical Leave Tier,ADMINISTRATION,ADMINISTRATION
Federal Paid Med Leave Tier 2,ADMINISTRATION,ADMINISTRATION
Staff Meal Purchases,STAFF COST,Total Payroll Taxes
Cell Phone,ADMINISTRATION,ADMINISTRATION
Group Insurance,STAFF COST,STAFF COST
Staff benifit/employee cost,STAFF COST,STAFF COST
Disability Insurance,STAFF COST,STAFF COST
Rent,OCCUPANCY COST,OCCUPANCY COST
Insurance-Liability,RESTAURANT UTILITIES,RESTAURANT UTILITIES
Insurance-Other,RESTAURANT UTILITIES,RESTAURANT UTILITIES
Real Estate Taxes,OCCUPANCY COST,OCCUPANCY COST
Insurance,RESTAURANT UTILITIES,RESTAURANT UTILITIES
Cam Charges,OCCUPANCY COST,OCCUPANCY COST
Laundry / Linen,RESTAURANT UTILITIES,RESTAURANT UTILITIES
Event Expenses,RESTAURANT UTILITIES,RESTAURANT UTILITIES
Repair & Maintenance,RESTAURANT UTILITIES,RESTAURANT UTILITIES
Electricity,RESTAURANT UTILITIES,RESTAURANT UTILITIES
Gas,RESTAURANT UTILITIES,RESTAURANT UTILITIES
Water,RESTAURANT UTILITIES,RESTAURANT UTILITIES
Restaurant Essential - Other,RESTAURANT UTILITIES,Total Restaurant Essential
Bar Equipments,RESTAURANT UTILITIES,Total Restaurant Essential
Kitchen Accessories / Supply,RESTAURANT UTILITIES,Total Restaurant Essential
Glasses,RESTAURANT UTILITIES,Total Restaurant Essential
Restaurant Accessories / Supply,RESTAURANT UTILITIES,Total Restaurant Essential
Printing and Menus,RESTAURANT UTILITIES,Total Restaurant Essential
Equipment Hire & Rental,RESTAURANT UTILITIES,RESTAURANT UTILITIES
Flowers And Decorations,RESTAURANT UTILITIES,RESTAURANT UTILITIES
Uniform & Linen Replacement,RESTAURANT UTILITIES,RESTAURANT UTILITIES
Security & Guardforce,RESTAURANT UTILITIES,RESTAURANT UTILITIES
Cleaning Supplies,RESTAURANT UTILITIES,RESTAURANT UTILITIES
Telephone & Internet,RESTAURANT UTILITIES,RESTAURANT UTILITIES
Pest Control,RESTAURANT UTILITIES,RESTAURANT UTILITIES
Contract Cleaning,RESTAURANT UTILITIES,RESTAURANT UTILITIES
Advertising & Promotion,MARKETING,MARKETING
PR Fees,MARKETING,MARKETING
Event Commission,MARKETING,MARKETING
Guest Satisfaction,MARKETING,MARKETING
Musicians & Entertainment,MARKETING,MARKETING
Research & Development,MARKETING,MARKETING
Dues And Subscriptions,MARKETING,MARKETING
Reservationb Charges,MARKETING,MARKETING
Accountancy & Audit Fee,ADMINISTRATION,ADMINISTRATION
Bank Charges,ADMINISTRATION,ADMINISTRATION
Refund / Chargebacks,ADMINISTRATION,ADMINISTRATION
"Postage, Stamp & Courier",ADMINISTRATION,ADMINISTRATION
Licence & Permits,ADMINISTRATION,ADMINISTRATION
Legal & Professional Fee,ADMINISTRATION,ADMINISTRATION
IT & Computer Costs,ADMINISTRATION,ADMINISTRATION
Travel & Subsistence,ADMINISTRATION,ADMINISTRATION
Credit Card Fee,ADMINISTRATION,ADMINISTRATION
Third Party fees - Other,ADMINISTRATION,Total Third Party Fees
Stripe Fees,ADMINISTRATION,Total Third Party Fees
Doordash Fees,ADMINISTRATION,Total Third Party Fees
Grubhub Fees,ADMINISTRATION,Total Third Party Fees
Other Fees,ADMINISTRATION,ADMINISTRATION
Uber Fees,ADMINISTRATION,Total Third Party Fees
Sales Tax Expense,ADMINISTRATION,ADMINISTRATION
Use Tax on Comps,ADMINISTRATION,ADMINISTRATION
Shipment & Clearing Charges,ADMINISTRATION,ADMINISTRATION
Trash Removal Services,ADMINISTRATION,ADMINISTRATION
Valet Expense,ADMINISTRATION,ADMINISTRATION
Commercial Rent Tax,ADMINISTRATION,ADMINISTRATION
Interest Expense,OTHER EXPENSES,OTHER EXPENSES
Charitable Donations,ADMINISTRATION,ADMINISTRATION
Currency Gain Or Loss,OTHER INCOME,OTHER INCOME
Miscellaneous,ADMINISTRATION,ADMINISTRATION
Violations,ADMINISTRATION,ADMINISTRATION
Staff Recruitment Fees,ADMINISTRATION,ADMINISTRATION
Cash Over/Short,ADMINISTRATION,ADMINISTRATION
Penalty And Fine,ADMINISTRATION,ADMINISTRATION
Bad Debts,ADMINISTRATION,ADMINISTRATION
Depreciation - Land & Building,OTHER EXPENSES,OTHER EXPENSES
Depreciation - Furniture & Fixt,OTHER EXPENSES,OTHER EXPENSES
Depreciation - Tools & Equipmen,OTHER EXPENSES,OTHER EXPENSES
Depreciation - Leasehold Improv,OTHER EXPENSES,OTHER EXPENSES
Assets/Liabilities Written Off,OTHER EXPENSES,OTHER EXPENSES
Other Income - Other,REVENUE,Total Other Income
Exceptional Item,REVENUE,Total Other Income
Officers Salaries,REVENUE,Total Other Income
Other Corporate Expenses,REVENUE,Total Other Income
Group License Fees,REVENUE,Total Other Income
Group Management Charges,REVENUE,Total Other Income
Group Recharges,REVENUE,Total Other Income
Foreign Exchange Gain/Loss,OTHER EXPENSES,OTHER EXPENSES
Corporate Overhead,REVENUE,Total Other Income
Ask My Account (Suspense A/C),OTHER EXPENSES,OTHER EXPENSES
Wages - 1099,ADMINISTRATION,ADMINISTRATION
Tangible Property Tax,OTHER EXPENSES,OTHER EXPENSES
Uncategorized Expenses,ADMINISTRATION,ADMINISTRATION
Federal Income Taxes,ADMINISTRATION,ADMINISTRATION
State Income Taxes,ADMINISTRATION,ADMINISTRATION
Other Income Taxes,ADMINISTRATION,ADMINISTRATION
Interest Income,OTHER INCOME,OTHER INCOME
GROSS PROFIT,GROSS PROFIT,GROSS PROFIT
Budgeted Revenue,REVENUE,REVENUE
Gross Profit - Liquor,Gross Profit - Liquor,Gross Profit - Liquor
Gross Profit - Beer,Gross Profit - Beer,Gross Profit - Beer
Gross Profit - Retails,Gross Profit - Retails,Gross Profit - Retails
Gross Profit - Other Bev,Gross Profit - Other Bev,Gross Profit - Other Bev
Budgeted Gross Profit,Budgeted Gross Profit,Budgeted Gross Profit
GROSS PROFIT,GROSS PROFIT,GROSS PROFIT
Budgeted COGS,COST OF GOODS SOLD,TOTAL COST OF GOODS SOLD
TOTAL OPERATING EXPENSES,TOTAL OPERATING EXPENSES,TOTAL OPERATING EXPENSES
EBITDA,EBITDA,EBITDA
Budgeted FOH Cost,STAFF COST,Total FOH Salaries
Revenue - Food,REVENUE,REVENUE
Revenue - Wines,REVENUE,REVENUE
Revenue - Liquor,REVENUE,REVENUE
Revenue - Beer,REVENUE,REVENUE
Revenue - Other Beverages,REVENUE,REVENUE
Revenue - Retails,REVENUE,REVENUE
Revenue - Comps,REVENUE,REVENUE
Revenue - Others,REVENUE,REVENUE
PROFIT BEFORE TAX & DEPRECIATION,PROFIT BEFORE TAX & DEPRECIATION,PROFIT BEFORE TAX & DEPRECIATION
P & L Depreciation,P & L Depreciation & Amortization,P & L Depreciation
P & L Amortization,P & L Depreciation & Amortization,P & L Amortization
NET PROFIT/(LOSS),NET PROFIT/(LOSS),NET PROFIT/(LOSS)
Budgeted BOH Cost,STAFF COST,BOH SALARIES
Cost of Sales - Food,COST OF GOODS SOLD,TOTAL COST OF GOODS SOLD
Cost of Sales - Food,COST OF GOODS SOLD,TOTAL COST OF GOODS SOLD
Cost of Sales - Food,COST OF GOODS SOLD,TOTAL COST OF GOODS SOLD
Cost of Sales - Food,COST OF GOODS SOLD,TOTAL COST OF GOODS SOLD
Cost of Sales - Food,COST OF GOODS SOLD,TOTAL COST OF GOODS SOLD
Cost of Sales - Food,COST OF GOODS SOLD,TOTAL COST OF GOODS SOLD
Cost of Sales - Food,COST OF GOODS SOLD,TOTAL COST OF GOODS SOLD
Cost of Sales - Food,COST OF GOODS SOLD,TOTAL COST OF GOODS SOLD
Cost of Sales - Food,COST OF GOODS SOLD,TOTAL COST OF GOODS SOLD
Cost of Sales - Food,COST OF GOODS SOLD,TOTAL COST OF GOODS SOLD
Cost of Sales - Food,COST OF GOODS SOLD,TOTAL COST OF GOODS SOLD
Cost of Sales - Wines,COST OF GOODS SOLD,TOTAL COST OF GOODS SOLD
Cost of Sales - Wines,COST OF GOODS SOLD,TOTAL COST OF GOODS SOLD
Cost of Sales - Wines,COST OF GOODS SOLD,TOTAL COST OF GOODS SOLD
Cost of Sales - Liquor,COST OF GOODS SOLD,TOTAL COST OF GOODS SOLD
Cost of Sales - Liquor,COST OF GOODS SOLD,TOTAL COST OF GOODS SOLD
Cost of Sales - Liquor,COST OF GOODS SOLD,TOTAL COST OF GOODS SOLD
Cost of Sales - Beer,COST OF GOODS SOLD,TOTAL COST OF GOODS SOLD
Cost of Sales - Beer,COST OF GOODS SOLD,TOTAL COST OF GOODS SOLD
Cost of Sales - Beer,COST OF GOODS SOLD,TOTAL COST OF GOODS SOLD
Cost of Sales - Other Bev,COST OF GOODS SOLD,TOTAL COST OF GOODS SOLD
Cost of Sales - Other Bev,COST OF GOODS SOLD,TOTAL COST OF GOODS SOLD
Cost of Sales - Other Bev,COST OF GOODS SOLD,TOTAL COST OF GOODS SOLD
Cost of Sales - Retails,COST OF GOODS SOLD,TOTAL COST OF GOODS SOLD
Total Beverages,Total Beverages,Total Beverages
PPP Payroll Taxes,STAFF COST,PPP Payroll Taxes
PPP Payroll,STAFF COST,PPP Payroll
FOH,STAFF COST,Total FOH Salaries
Management,STAFF COST,Total FOH Salaries
Admin,STAFF COST,Total FOH Salaries
Wages Bonus ,STAFF COST,Total FOH Salaries
Waiter,STAFF COST,Total FOH Salaries
Busboy,STAFF COST,Total FOH Salaries
Runner,STAFF COST,Total FOH Salaries
Bar,STAFF COST,Total FOH Salaries
Cashier,STAFF COST,Total FOH Salaries
Hostess,STAFF COST,Total FOH Salaries
Wages F.O.H. Overtime,STAFF COST,Total FOH Salaries
BOH,STAFF COST,BOH SALARIES
Bonus BOH,STAFF COST,BOH SALARIES
Kitchen,STAFF COST,BOH SALARIES
Porter,STAFF COST,BOH SALARIES
Kitchen - Jacob Mark,STAFF COST,BOH SALARIES
Polisher,STAFF COST,BOH SALARIES
Wages B.O.H. Overtime,STAFF COST,BOH SALARIES
Employer Taxes,STAFF COST,Employer Taxes
Employer Taxes,STAFF COST,Employer Taxes
Employer Taxes,STAFF COST,Employer Taxes
Employer Taxes,STAFF COST,Employer Taxes
Employer Taxes,STAFF COST,Employer Taxes
Wages - 1099,STAFF COST,Wages - 1099
Worker's Compensation Insurance,OTHER STAFF COST,TOTAL OTHER STAFF COST
Staff Recruitment,OTHER STAFF COST,TOTAL OTHER STAFF COST
Staff Training,OTHER STAFF COST,TOTAL OTHER STAFF COST
Staff Uniforms,OTHER STAFF COST,TOTAL OTHER STAFF COST
Staff Meals,OTHER STAFF COST,TOTAL OTHER STAFF COST
Staff Welfare,OTHER STAFF COST,TOTAL OTHER STAFF COST
Staff Accommodation/Relocation,OTHER STAFF COST,TOTAL OTHER STAFF COST
Staff First Aid,OTHER STAFF COST,TOTAL OTHER STAFF COST
Staff Insurance,OTHER STAFF COST,TOTAL OTHER STAFF COST
Marketing / Advertising,SALES & MARKETING,TOTAL SALES & MARKETING
Public Relations,SALES & MARKETING,TOTAL SALES & MARKETING
Promotional Cost,SALES & MARKETING,TOTAL SALES & MARKETING
Branding & Design,SALES & MARKETING,TOTAL SALES & MARKETING
Event Expenses,SALES & MARKETING,TOTAL SALES & MARKETING
Commission Expense,SALES & MARKETING,TOTAL SALES & MARKETING
Discount,SALES & MARKETING,TOTAL SALES & MARKETING
Subscriptions,SALES & MARKETING,TOTAL SALES & MARKETING
Photography expense,SALES & MARKETING,TOTAL SALES & MARKETING
Complimentary Cost,SALES & MARKETING,TOTAL SALES & MARKETING
